100,0.199296
200,0.260021
300,0.271763
400,0.259781
500,0.244845
600,0.242853
700,0.229487
800,0.219788
900,0.198289
1000,0.187631
1100,0.187378
1200,0.179351
1300,0.189098
1400,0.171539
1500,0.160038
1600,0.153549
1700,0.138394
1800,0.127909
1900,0.134366
2000,0.132411
2100,0.137023
2200,0.115028
2300,0.116472
2400,0.119232
2500,0.127891
2600,0.119651
2700,0.123205
2800,0.120164
2900,0.105228
3000,0.105358
3100,0.109882
3200,0.102606
3300,0.099265
3400,0.0997997
3500,0.0852859
3600,0.0945502
3700,0.103348
3800,0.0953735
3900,0.0970554
4000,0.0995756
4100,0.0983906
4200,0.0971763
4300,0.0974378
4400,0.100449
4500,0.0952571
4600,0.086247
4700,0.100639
4800,0.0905398
4900,0.0890328
5000,0.0904365
5100,0.0837754
5200,0.100328
5300,0.08752
5400,0.0861955
5500,0.0778048
5600,0.0769462
5700,0.0823911
5800,0.0875811
5900,0.0930616
6000,0.0851647
6100,0.0742539
6200,0.0722764
6300,0.0821435
6400,0.0759626
6500,0.0839267
6600,0.0693652
6700,0.0634273
6800,0.0645876
6900,0.0885207
7000,0.098979
7100,0.0929673
7200,0.0910147
7300,0.111108
7400,0.0904705
7500,0.0786597
7600,0.0745957
7700,0.0768628
7800,0.0841036
7900,0.0862136
8000,0.0893414
8100,0.0753218
8200,0.076405
8300,0.0934088
8400,0.0823828
8500,0.0915339
8600,0.0710943
8700,0.102459
8800,0.10918
8900,0.107757
9000,0.085138
9100,0.0713008
9200,0.062492
9300,0.0663656
9400,0.0774517
9500,0.0790815
9600,0.084112
9700,0.0592958
9800,0.0631408
9900,0.0578871
10000,0.0567851
10100,0.0623959
10200,0.0633489
10300,0.0875742
10400,0.0653174
10500,0.0588959
10600,0.0499108
10700,0.0432254
10800,0.0588258
10900,0.059549
11000,0.0604588
11100,0.0564688
11200,0.0581318
11300,0.0671625
11400,0.0603251
11500,0.0665885
11600,0.080524
11700,0.0865743
11800,0.0866281
11900,0.0790303
12000,0.0694774
12100,0.0700204
12200,0.0582291
12300,0.0685456
12400,0.0754703
12500,0.0892169
12600,0.0911344
12700,0.0885154
12800,0.0779338
12900,0.0582136
13000,0.07699
13100,0.10126
13200,0.0956058
13300,0.0596366
13400,0.0681479
13500,0.0564262
13600,0.0611928
13700,0.0676707
13800,0.0664476
13900,0.0668389
14000,0.0765797
14100,0.0793472
14200,0.0781426
14300,0.0797542
14400,0.0876204
14500,0.0668098
14600,0.0744604
14700,0.0874206
14800,0.0975319
14900,0.079984
15000,0.0648046
15100,0.0529799
15200,0.0702064
15300,0.0635924
15400,0.0571354
15500,0.0533337
15600,0.0558175
15700,0.0513067
15800,0.0746623
15900,0.0853867
16000,0.0769665
16100,0.0830129
16200,0.0757167
16300,0.0641046
16400,0.0560527
16500,0.0537686
16600,0.0627048
16700,0.0683989
16800,0.0764542
16900,0.0685736
17000,0.0686594
17100,0.0674459
17200,0.0696102
17300,0.0803833
17400,0.0599851
17500,0.0715224
17600,0.0744117
17700,0.0660136
17800,0.0663397
17900,0.0757489
18000,0.0622906
18100,0.0524995
18200,0.0416547
18300,0.038936
18400,0.0453661
18500,0.0589099
18600,0.0556193
18700,0.0588311
18800,0.0497212
18900,0.0436017
19000,0.047446
19100,0.0522162
19200,0.0544535
19300,0.0552102
19400,0.059436
19500,0.0573955
19600,0.0541442
19700,0.0446349
19800,0.0364457
19900,0.0465304
20000,0.0548736
20100,0.0544415
20200,0.0678411
20300,0.0593698
20400,0.044685
