100,0.198117
200,0.256479
300,0.276015
400,0.275165
500,0.272177
600,0.271267
700,0.270884
800,0.263507
900,0.252409
1000,0.228919
1100,0.212528
1200,0.203313
1300,0.201088
1400,0.183609
1500,0.174204
1600,0.167044
1700,0.144448
1800,0.128209
1900,0.135274
2000,0.135042
2100,0.138772
2200,0.117968
2300,0.112657
2400,0.119731
2500,0.133091
2600,0.121343
2700,0.111137
2800,0.129328
2900,0.104988
3000,0.106362
3100,0.113565
3200,0.110214
3300,0.0995682
3400,0.102229
3500,0.0845093
3600,0.0982863
3700,0.106239
3800,0.0946993
3900,0.0930056
4000,0.101307
4100,0.0929315
4200,0.0947346
4300,0.0937542
4400,0.0980376
4500,0.0938422
4600,0.0888233
4700,0.106504
4800,0.0940608
4900,0.0868642
5000,0.080245
5100,0.0816196
5200,0.0968725
5300,0.0852602
5400,0.0841117
5500,0.0725508
5600,0.0761368
5700,0.0840798
5800,0.0835903
5900,0.092932
6000,0.0824115
6100,0.069157
6200,0.0664343
6300,0.0791262
6400,0.0725218
6500,0.0752486
6600,0.0715041
6700,0.0656125
6800,0.0710358
6900,0.102144
7000,0.108436
7100,0.098768
7200,0.0851917
7300,0.106677
7400,0.0911497
7500,0.0839662
7600,0.0736226
7700,0.0745192
7800,0.0780558
7900,0.0832476
8000,0.0832151
8100,0.0678558
8200,0.0681169
8300,0.0783626
8400,0.0673333
8500,0.0832265
8600,0.071432
8700,0.0976399
8800,0.113819
8900,0.108795
9000,0.085405
9100,0.0679866
9200,0.0598945
9300,0.0691793
9400,0.0816287
9500,0.07567
9600,0.0772934
9700,0.0643304
9800,0.0695435
9900,0.0592617
10000,0.0530876
10100,0.0605999
10200,0.0609554
10300,0.0933023
10400,0.0691277
10500,0.0585676
10600,0.048028
10700,0.0432935
10800,0.0653128
10900,0.0585049
11000,0.0578894
11100,0.0520814
11200,0.0529893
11300,0.0552829
11400,0.0542935
11500,0.0602101
11600,0.0792627
11700,0.0811018
11800,0.0786844
11900,0.0787625
12000,0.0711385
12100,0.0642576
12200,0.0543584
12300,0.0784282
12400,0.0794918
12500,0.096595
12600,0.0936858
12700,0.0929506
12800,0.0750387
12900,0.0639271
13000,0.0722117
13100,0.0976882
13200,0.0916732
13300,0.0545985
13400,0.0594762
13500,0.0514813
13600,0.0511602
13700,0.0628417
13800,0.0652234
13900,0.0676359
14000,0.0766287
14100,0.0767801
14200,0.074525
14300,0.0785024
14400,0.0876332
14500,0.0639903
14600,0.0671518
14700,0.0900343
14800,0.0957065
14900,0.0760913
15000,0.0618673
15100,0.0477506
15200,0.067058
15300,0.0627473
15400,0.0539967
15500,0.0549419
15600,0.0553848
15700,0.0476722
15800,0.0735807
15900,0.0879306
16000,0.0783545
16100,0.0828101
16200,0.070527
16300,0.0572002
16400,0.05359
16500,0.0483412
16600,0.0598817
16700,0.0592687
16800,0.0662314
16900,0.0545749
17000,0.0601807
17100,0.0661479
17200,0.0636529
17300,0.0741972
17400,0.0493405
17500,0.0587652
17600,0.0665749
17700,0.0607565
17800,0.065274
17900,0.0677125
18000,0.0580623
18100,0.0552621
18200,0.0469912
18300,0.0385957
18400,0.0423452
18500,0.0553636
18600,0.053772
18700,0.0563505
18800,0.0475887
18900,0.0467633
19000,0.0490167
19100,0.0544935
19200,0.054861
19300,0.05305
19400,0.0577333
19500,0.053374
19600,0.0526489
